urn:val:signal:dec07a29b:n3dhfr:03,fr,,"N3-DHFR (Descente/Freestyle) - Difficile"
urn:val:signal:dec07a29b:n3dhfr:03,nl,,"N3-DHFR (Downhill)/Freestyle) - Moeilijk"
urn:val:signal:dec07a29b:n3dhfr:03,en,,"N3-DHFR (Downhill)/Freestyle) - Difficult"
urn:val:signal:dec07a29b:n3dhfr:03,de,,"N3-DHFR (Downhill)/Freestyle) - Schwierig"
urn:val:signal:dec07a29b:n3dhfr:04,fr,,"N3-DHFR (Descente/Freestyle) - Expert"
urn:val:signal:dec07a29b:n3dhfr:04,nl,,"N3-DHFR (Downhill)/Freestyle) - Expert"
urn:val:signal:dec07a29b:n3dhfr:04,en,,"N3-DHFR (Downhill)/Freestyle) - Expert"
urn:val:signal:dec07a29b:n3dhfr:04,de,,"N3-DHFR (Downhill)/Freestyle) - Experten"
urn:val:signal:dec07a29b:n7:00,fr,,"N7 (Trail) - Liaison"
urn:val:signal:dec07a29b:n7:00,nl,,"N7 (Trail) - Verbinding"
urn:val:signal:dec07a29b:n7:00,en,,"N7 (Trail) - Linking"
urn:val:signal:dec07a29b:n7:00,de,,"N7 (Trail) - Verbindung"
urn:val:signal:dec07a29b:n7:01,fr,,"N7 (Trail) - Facile"
urn:val:signal:dec07a29b:n7:01,nl,,"N7 (Trail) - Gemakkelijk"
urn:val:signal:dec07a29b:n7:01,en,,"N7 (Trail) - Easy"
urn:val:signal:dec07a29b:n7:01,de,,"N7 (Trail) - Einfach"
urn:val:signal:dec07a29b:n7:02,fr,,"N7 (Trail) - Intermédiaire"
urn:val:signal:dec07a29b:n7:02,nl,,"N7 (Trail) - Gemiddeld"
urn:val:signal:dec07a29b:n7:02,en,,"N7 (Trail) - Intermediate"
urn:val:signal:dec07a29b:n7:02,de,,"N7 (Trail) - Mittlere"
urn:val:signal:dec07a29b:n7:03,fr,,"N7 (Trail) - Difficile"
urn:val:signal:dec07a29b:n7:03,nl,,"N7 (Trail) - Moeilijk"
urn:val:signal:dec07a29b:n7:03,en,,"N7 (Trail) - Difficult"
urn:val:signal:dec07a29b:n7:03,de,,"N7 (Trail) - Schwierig"
urn:val:signal:dec07a29b:n7:04,fr,,"N7 (Trail) - Expert"
urn:val:signal:dec07a29b:n7:04,nl,,"N7 (Trail) - Expert"
urn:val:signal:dec07a29b:n7:04,en,,"N7 (Trail) - Expert"
urn:val:signal:dec07a29b:n7:04,de,,"N7 (Trail) - Experten"
urn:val:signal:dec96:cav:cerc:bleu,fr,,"Cavalier - Cercle - Bleu"
urn:val:signal:dec96:cav:cerc:bleu,nl,,"Ruiter - Cirkel - Blauw"
urn:val:signal:dec96:cav:cerc:bleu,en,,"Horse-rider - Circle - Blue"
urn:val:signal:dec96:cav:cerc:bleu,de,,Reiter-Kreis-blau
urn:val:signal:dec96:cav:cerc:jaune,fr,,"Cavalier - Cercle - Jaune"
urn:val:signal:dec96:cav:cerc:jaune,nl,,"Ruiter - Cirkel - Geel"
urn:val:signal:dec96:cav:cerc:jaune,en,,"Horse-rider - Circle - Yellow"
urn:val:signal:dec96:cav:cerc:jaune,de,,Reiter-Kreis-gelb
urn:val:signal:dec96:cav:cerc:vert,fr,,"Cavalier - Cercle - Vert"
urn:val:signal:dec96:cav:cerc:vert,nl,,"Ruiter - Cirkel - Groen"
urn:val:signal:dec96:cav:cerc:vert,en,,"Horse-rider - Circle - Green"
urn:val:signal:dec96:cav:cerc:vert,de,,Reiter-Kreis-grün
urn:val:signal:dec96:cav:couv:bleu,fr,,"Cavalier - Cercle ouvert - Bleu"
