nom$estActiveUrn$estActiveUrn_fr$estActiveUrn_nl$estActiveUrn_en$estActiveUrn_de$typeOffre$typeOffre_fr$typeOffre_nl$typeOffre_en$typeOffre_de$adresse1_rue$adresse1_numero$adresse1_boite$adresse1_idIns$adresse1_ins$adresse1_cp$adresse1_localite_fr$adresse1_localite_nl$adresse1_localite_en$adresse1_localite_de$adresse1_commune_fr$adresse1_commune_nl$adresse1_commune_en$adresse1_commune_de$adresse1_lieuPrecis$adresse1_provinceUrn_urn$adresse1_provinceUrn_fr$adresse1_provinceUrn_nl$adresse1_provinceUrn_en$adresse1_provinceUrn_de$adresse1_pays_urn$adresse1_pays_fr$adresse1_pays_nl$adresse1_pays_en$adresse1_pays_de$adresse1_lambertX$adresse1_lambertY$adresse1_latitude$adresse1_longitude$adresse1_altitude$adresse1_noaddress$adresse1_parcNaturel_label$adresse1_parcNaturel_idPn$adresse1_organisme$adresse1_organisme_idMdt
"Promenade du Lièvre"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue Saint-Éloi"$31$$3240$82036$6640$Rosière-la-Petite$Rosière-la-Petite$Rosière-la-Petite$Rosière-la-Petite$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Église Saint-Lambert"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$237207,75$68283,296875$49,92011$5,58185$459,51828$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"La Crawey Hesse"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$true$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Le Sentier écologique"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place de Janvier 45"$2$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$251645,890625$92157,3515625$50,13241$5,78922$329,22876$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade de la Bécasse"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue Saint-Éloi"$31$$3240$82036$6640$Rosière-la-Petite$Rosière-la-Petite$Rosière-la-Petite$Rosière-la-Petite$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Église Saint-Lambert"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$237207,75$68283,296875$49,92011$5,58185$459,51828$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Manhay - Le Tramway - VTC7"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue des Chasseurs Ardennais"$60$$1032$83055$6960$Dochamps$Dochamps$Dochamps$Dochamps$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$239150,75$103017,796875$50,23205$5,61704$533,2751$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Bouvreuil"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Chaussée de Saint-Hubert"$157$$1004$82036$6640$Morhet$Morhet$Morhet$Morhet$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Panneau en face du cimetière"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$237265,984375$73057,921875$49,96302$5,58375$473,9506$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Chapelle Saint Roch"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place de l'Eglise"$4$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$251659,96875$92169,9296875$50,13252$5,78942$$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade 26 - tour de Crahay"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade des Vanneaux"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Chaussée de Saint-Hubert"$151$$1004$82036$6640$Morhet$Morhet$Morhet$Morhet$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Panneau d'information"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$237265,984375$73057,921875$49,96302$5,58375$474,46854$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Hêtre Isolé"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$251621,328125$92245,15625$50,1332$5,7889$378,59848$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade 27 - Napoléon"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade 23 - Derrieux"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade n° 8"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1011$82014$6662$Tavigny$Tavigny$Tavigny$Tavigny$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$255175,828125$89554,9921875$50,1084$5,83786$419,9143$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Renard"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue sous le Bî"$2$$1009$82036$6640$Sibret$Sibret$Sibret$Sibret$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Syndicat d'initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$241137,5625$73604,4140625$49,96735$5,63783$509,02606$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Promenade 24 - Speleu"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1076$83055$6960$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$Manhay$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$242184,125$110070,28125$50,29498$5,66127$430,579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
Boeur$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2832$82014$6662$Boeur$Boeur$Boeur$Birtz$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$255719,046875$89008,546875$50,10339$5,8453$453,41156$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Renardeau"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue sous le Bî"$2$$1009$82036$6640$Sibret$Sibret$Sibret$Sibret$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$241137,5625$73604,4140625$49,96735$5,63783$509,02606$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
Buret$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243870,046875$94776,8359375$50,15724$5,68113$395,75717$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade du Loup"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue sous le Bî"$2$$1009$82036$6640$Sibret$Sibret$Sibret$Sibret$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$241137,5625$73604,4140625$49,96735$5,63783$509,02606$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Promenade de la Truite"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$Mande-Sainte-Marie$46$$1009$82036$6640$Sibret$Sibret$Sibret$Sibret$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Chapelle Notre-Dame des sept Douleurs"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$239015,296875$75263,8671875$49,98259$5,60864$470,2979$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Point de vue promenade 1"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Liaison ""La Tannerie - Promenade de Nives"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1019$82036$6640$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$"Eglise de Nives"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$240329,46875$71369,078125$49,94738$5,62604$510,22763$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Les Ondes promenade 2"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Liaison Lavaselle (Vaux) - Brul (Ste-Ode)"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1019$82036$6640$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$BRUL$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$240329,46875$71369,078125$49,94738$5,62604$510,22763$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Sneri promenade 4"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Le Bois de Torgny"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1193$85047$6767$Torgny$Torgny$Torgny$Torgny$Rouvroy$Rouvroy$Rouvroy$Rouvroy$Ermitage$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$230143,90625$22344,65625$49,50815$5,47397$218,76326$false$"Parc Naturel de Gaume"$11$Gaume$10
"Belle Meuse promenade 5"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Balade des Oies"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1198$85045$6760$Virton$Virton$Virton$Virton$Virton$Virton$Virton$Virton$"Ecole communale"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$239972,640625$29853,7109375$49,57425$5,61138$327,1781$false$"Parc Naturel de Gaume"$11$Gaume$10
"Promenade du Hérou au départ de Nadrin"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place du Centre"$4$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243955,65625$94948,53125$50,15877$5,68237$402,42123$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Le Bonlieu"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1198$85045$6760$Virton$Virton$Virton$Virton$Virton$Virton$Virton$Virton$"Carrefour des Zigomars et du Bonlieu"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$239972,640625$29853,7109375$49,57425$5,61138$327,1781$false$"Parc Naturel de Gaume"$11$Gaume$10
"Moulinay promenade 7"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
L'Arboretum$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1198$85045$6760$Virton$Virton$Virton$Virton$Virton$Virton$Virton$Virton$L'Arboretum$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$239972,640625$29853,7109375$49,57425$5,61138$327,1781$false$"Parc Naturel de Gaume"$11$Gaume$10
"Promenade 8: Martinbay"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Les Zigomars"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1198$85045$6760$Virton$Virton$Virton$Virton$Virton$Virton$Virton$Virton$"Carrefours des Zigomars et du Bonlieu"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$239972,640625$29853,7109375$49,57425$5,61138$327,1781$false$"Parc Naturel de Gaume"$11$Gaume$10
"Promenades des 4 Fils Aymon"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1198$85045$6760$Virton$Virton$Virton$Virton$Virton$Virton$Virton$Virton$L'Arboretum$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$239972,640625$29853,7109375$49,57425$5,61138$327,1781$false$"Parc Naturel de Gaume"$11$Gaume$10
"Cheslé promenade 9"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Château de Latour"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1175$85045$6761$Latour$Latour$Latour$Latour$Virton$Virton$Virton$Virton$"Château de Latour"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236828,375$28029,779296875$49,55832$5,56751$216,92339$false$"Parc Naturel de Gaume"$11$Gaume$10
"Cresse Sainte-Marguerite promenade 10"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Le bois de la côte"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1188$85045$6762$Saint-Mard$Saint-Mard$Saint-Mard$Saint-Mard$Virton$Virton$Virton$Virton$"Route Saint-Mard - La Malmaison"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234466,484375$26084,16015625$49,54117$5,53445$280,41284$false$"Parc Naturel de Gaume"$11$Gaume$10
"Spitanche promenade 11"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"La Croix Jean de Paris"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1177$85024$6769$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$"Devant la maire de Meix-devant-Virton"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$229874,40625$32764,279296875$49,60185$5,47239$274,24548$false$"Parc Naturel de Gaume"$11$Gaume$10
"Chapelle d'Ollomont promenade 12"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Les fonds des Naux"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1198$85045$6760$Virton$Virton$Virton$Virton$Virton$Virton$Virton$Virton$L'Arboretum$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$239972,640625$29853,7109375$49,57425$5,61138$327,1781$false$"Parc Naturel de Gaume"$11$Gaume$10
"Croix des Marchands promenade 13"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1005$82014$6660$Nadrin$Nadrin$Nadrin$Nadrin$Houffalize$Houffalize$Houffalize$Houffalize$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$244096,09375$94887,359375$50,1582$5,68432$327,95883$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Le bois de la Forge"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1177$85024$6769$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$Meix-devant-Virton$"Devant la poste de Meix-devant-Virton"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$229874,40625$32764,279296875$49,60185$5,47239$274,24548$false$"Parc Naturel de Gaume"$11$Gaume$10
