nom$estActiveUrn$estActiveUrn_fr$estActiveUrn_nl$estActiveUrn_en$estActiveUrn_de$typeOffre$typeOffre_fr$typeOffre_nl$typeOffre_en$typeOffre_de$adresse1_rue$adresse1_numero$adresse1_boite$adresse1_idIns$adresse1_ins$adresse1_cp$adresse1_localite_fr$adresse1_localite_nl$adresse1_localite_en$adresse1_localite_de$adresse1_commune_fr$adresse1_commune_nl$adresse1_commune_en$adresse1_commune_de$adresse1_lieuPrecis$adresse1_provinceUrn_urn$adresse1_provinceUrn_fr$adresse1_provinceUrn_nl$adresse1_provinceUrn_en$adresse1_provinceUrn_de$adresse1_pays_urn$adresse1_pays_fr$adresse1_pays_nl$adresse1_pays_en$adresse1_pays_de$adresse1_lambertX$adresse1_lambertY$adresse1_latitude$adresse1_longitude$adresse1_altitude$adresse1_noaddress$adresse1_parcNaturel_label$adresse1_parcNaturel_idPn$adresse1_organisme$adresse1_organisme_idMdt
"Chemin de la Clairière"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue de Maou"$9$$1077$85046$6721$Anlier$Anlier$Anlier$Anlier$Habay$Habay$Habay$Habay$"Église Notre-Dame de l’Assomption "$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$240222,21875$51767,796875$49,7712$5,61994$436,94394$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Signeulx-Tour du vallon du ruisseau de la Rosière"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1179$85026$6750$Musson$Musson$Musson$Musson$Musson$Musson$Musson$Musson$"Eglise de Signeulx"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$245529,78125$29759,568359375$49,57254$5,68817$274,53656$false$"Parc Naturel de Gaume"$11$Gaume$10
"LR 30"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"De la vieille Ardenne"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2772$82014$6661$Achouffe$Achouffe$Achouffe$Achouffe$Houffalize$Houffalize$Houffalize$Houffalize$"Centre village"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$250482,015625$97499,8671875$50,18063$5,77436$467,919$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Circuit de Mussy par le Trou des Maquisards"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1179$85026$6750$Musson$Musson$Musson$Musson$Musson$Musson$Musson$Musson$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$245529,78125$29759,568359375$49,57254$5,68817$274,53656$false$"Parc Naturel de Gaume"$11$Gaume$10
"HN 16"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Musson-Circuit Guy de Larigaudie"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1179$85026$6750$Musson$Musson$Musson$Musson$Musson$Musson$Musson$Musson$"Place de l'Abbé Goffinet"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$245529,78125$29759,568359375$49,57254$5,68817$274,53656$false$"Parc Naturel de Gaume"$11$Gaume$10
"Vallée des Fées"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2772$82014$6661$Achouffe$Achouffe$Achouffe$Achouffe$Houffalize$Houffalize$Houffalize$Houffalize$"Centre village"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$250482,015625$97499,8671875$50,18063$5,77436$467,919$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"LR 31"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Baranzy-Circuit d'Icourt"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1179$85026$6750$Musson$Musson$Musson$Musson$Musson$Musson$Musson$Musson$"Eglise de Baranzy"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$245529,78125$29759,568359375$49,57254$5,68817$274,53656$false$"Parc Naturel de Gaume"$11$Gaume$10
"LR 32"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"De la Fourrire"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$2772$82014$6661$Achouffe$Achouffe$Achouffe$Achouffe$Houffalize$Houffalize$Houffalize$Houffalize$"Centre village"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$250482,015625$97499,8671875$50,18063$5,77436$467,919$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Gennevaux-Circuit de la Grande Fin"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1179$85026$6750$Musson$Musson$Musson$Musson$Musson$Musson$Musson$Musson$"Aire de repos à la sortie de Gennevaux direction Willancourt"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$245529,78125$29759,568359375$49,57254$5,68817$274,53656$false$"Parc Naturel de Gaume"$11$Gaume$10
"LR 28"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Pédestre L02"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade pédestre du Pont à l'Âme"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$"Place Janvier, 45 "$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243870,046875$94776,8359375$50,15724$5,68113$395,75717$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Pédestre L03 - Hennet"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236290,140625$97480,3671875$50,1827$5,57569$213,85374$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"LR 29"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234449,046875$95479,546875$50,16498$5,54947$355,0794$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
Achouffe$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place du Crucifix"$2$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$"Place Janvier, 45 "$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$251657,96875$92162,25$50,13245$5,78939$$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"HN 17"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226035,078125$106764,5$50,26757$5,43399$222,36066$false$"Hors Parcs"$1$Famenne-Ardenne$35
"Pédestre L05 - Samrée"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Pont de La Roche."$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236290,140625$97480,3671875$50,1827$5,57569$213,85374$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Canal et tunnel de Bernistap"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$997$82014$6660$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$Houffalize$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243870,046875$94776,8359375$50,15724$5,68113$395,75717$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Pédestre L07 - Hives"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Place du Bronze"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236290,140625$97480,3671875$50,1827$5,57569$213,85374$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Bornes d'Orval"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1195$85011$6823$Villers-devant-Orval$Villers-devant-Orval$Villers-devant-Orval$Villers-devant-Orval$Florenville$Florenville$Florenville$Florenville$"Carrefour d'Orval"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$222298,421875$37190,23828125$49,6426$5,36843$280,70773$false$"Parc Naturel de Gaume"$11$Gaume$10
"Promenade de la Pierre"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue Haute"$4$$1049$83028$6990$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$Hotton$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$227036,875$106863,4296875$50,26833$5,44806$179,31332$false$"Hors Parcs"$1$Famenne-Ardenne$35
Chameleux$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1195$85011$6823$Villers-devant-Orval$Villers-devant-Orval$Villers-devant-Orval$Villers-devant-Orval$Florenville$Florenville$Florenville$Florenville$"Carrefour d'Orval"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$222298,421875$37190,23828125$49,6426$5,36843$280,70773$false$"Parc Naturel de Gaume"$11$Gaume$10
"Balade en circuit court"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$3365$84043$6840$Petitvoir$Petitvoir$Petitvoir$Petitvoir$Neufchâteau$Neufchâteau$Neufchâteau$Neufchâteau$"Eglise de Petivoir"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$222499,75$59343,96484375$49,84173$5,37538$379,32166$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Pédestre L08 - Vallée des Tombes"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Ecole St Joseph"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236290,140625$97480,3671875$50,1827$5,57569$213,85374$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Promenade 5 Voie de Salm"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1020$82037$6670$Gouvy$Gouvy$Gouvy$Geilich$Gouvy$Gouvy$Gouvy$Geilich$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$261767,78125$95666,53125$50,16212$5,93179$481,53415$false$"Parc naturel des Deux-Ourthes"$9$"Haute Ardenne"$33
"Boucle 1 VTC - Bois Mignotte"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Chaussée de Neufchâteau"$45$$1019$82036$6640$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vauxhall$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236052,65625$67132,328125$49,90993$5,56551$448,894$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
Neufchâteau-Libramont-Marloie-Marche-Tenneville-Martelange-Habbay$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1119$84043$6840$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$Neufchâteau$Neufchâteau$Neufchâteau$"Neuenburg in Lützelburg"$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$226810,40625$59348,62890625$49,84123$5,4353$426,965$false$"Hors Parcs"$1$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Pédestre L09 - Beaussaint"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Ecole St Joseph"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236290,140625$97480,3671875$50,1827$5,57569$213,85374$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Boucle 2 VTC - Bois de Fagnu"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Chaussée de Neufchâteau"$45$$1019$82036$6640$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vauxhall$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236052,65625$67132,328125$49,90993$5,56551$448,894$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Le Chalet(F)-Musson-Messancy-Differdange (L)-Hautcourt (F)-St Pancré (F)-Le Chalet (F)"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1179$85026$6750$Musson$Musson$Musson$Musson$Musson$Musson$Musson$Musson$$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$245529,78125$29759,568359375$49,57254$5,68817$274,53656$false$"Parc Naturel de Gaume"$11$Gaume$10
"Equestre E01"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$Eglise$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236290,140625$97480,3671875$50,1827$5,57569$213,85374$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Boucle 3 VTC - Vaux-sur-Sûre"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Chaussée de Neufchâteau"$45$$1019$82036$6640$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vauxhall$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236052,65625$67132,328125$49,90993$5,56551$448,894$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Train Touristique Aisne retour pédestre"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1034$83013$6997$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$Erezée$"Terminus Tramway touristique de l'Aisne à Lamormenil"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$233737,96875$109884,4375$50,29457$5,54271$301,5579$false$"Hors Parcs"$1$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Equestre E03"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Place du Bronze"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236290,140625$97480,3671875$50,1827$5,57569$213,85374$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Trésor de la Misbour"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Rue de la Misbour"$375$$992$82009$6637$Fauvillers$Fauvillers$Fauvillers$Feitweiler$Fauvillers$Fauvillers$Fauvillers$Feitweiler$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$243349,21875$60506,68359375$49,84927$5,66546$464,39243$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Boucle 4 VTC – Vaux-sur-Sûre"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Chaussée de Neufchâteau"$45$$1019$82036$6640$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vaux-sur-Sûre$Vauxhall$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236052,65625$67132,328125$49,90993$5,56551$448,894$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
"Equestre E04"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$$$$1052$83031$6980$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"La Roche-en-Ardenne"$"Fels im Ösling"$"Place du Bronze"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$236290,140625$97480,3671875$50,1827$5,57569$213,85374$false$"Parc naturel des Deux-Ourthes"$9$"Cœur de l'Ardenne, au fil de l'Ourthe & de l'Aisne"$23
"Évasion au Pays des Forges"$urn:val:etatedit:30$Publiable$Publicabel$Publishable$Publizierbar$8$Itinéraire$Route$Route$Route$"Place de la Gare"$8$$1597$85046$6724$Marbehan$Marbehan$Marbehan$Marbehan$Habay$Habay$Habay$Habay$"Syndicat d'Initiative"$urn:val:adrprov:bewlx$Luxembourg$Luxemburg$Luxembourg$Luxemburg$urn:val:adrpays:be$Belgique$België$Belgium$Belgien$234489,046875$46808,41796875$49,72746$5,53928$369,48392$false$"Parc naturel de la Haute-Sûre et de la forêt d'Anlier"$10$"Haute-Süre Forêt d'Anlier en Ardenne"$30
